"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths","Garage Spaces","Pool YN","Tax Annual Amount"
"1","26014320","S","38","RES","452 Harriot Avenue","Harrington Park","$700,000","07/01/2026","$980,000","Ranch","","40,302","3","2","1","1","No","$15,537"
"1","26019198","S","15","RES","60 Merritt Avenue","Dumont","$699,000","07/13/2026","$614,900","Cape Cod","","6,451","3","2","0","1","No","$11,660"
"1","26014146","S","2","RES","91 Hopper Street","Hillsdale","$690,000","07/07/2026","$617,000","Cape Cod","","5,001","4","1","0","0","No","$11,118"
"1","26017327","S","20","RES","28 Seifert Street","Garfield","$682,000","07/01/2026","$629,999","Colonial","","5,000","3","2","0","1","No","$10,068"
"1","26014743","S","56","RES","297 Hamilton Place","Hackensack","$677,000","07/08/2026","$699,000","Colonial","","6,752","4","3","0","","No","$14,064"
"1","26017728","S","26","RES","28-19 Warren Road","Fair Lawn","$675,000","07/14/2026","$629,000","Cape Cod","","5,458","4","1","1","1","No","$9,877"
"1","26016766","S","32","RES","97 Wortendyke Avenue","Emerson","$675,000","07/01/2026","$699,999","Cape Cod","","10,001","4","2","0","","No","$12,993"
"1","26002363","S","69","RES","185 Larch Avenue","Teaneck","$675,000","07/02/2026","$699,000","Colonial","","5,624","4","2","1","1","No","$12,506"
"1","26009362","S","10","RES","15 Colgate Road","Oakland","$665,000","07/08/2026","$589,900","Ranch","","14,593","3","2","0","1","Yes","$12,257"
"1","26017194","S","19","RES","23 William Street","Saddle Brook","$660,000","07/07/2026","$599,000","Cape Cod","","5,001","4","2","0","1","Yes","$11,772"
"1","26015177","S","14","RES","10 Williamson Place","Fair Lawn","$660,000","07/13/2026","$579,000","Cape Cod","","7,000","3","2","0","1","No","$10,430"
"1","26013453","S","48","RES","55 Huntting Drive","Dumont","$660,000","07/01/2026","$675,000","Cape Cod","","5,001","3","2","0","","No","$12,680"
"1","26013269","S","16","RES","40 Strathmore Terrace","Saddle Brook","$655,000","07/01/2026","$649,900","Cape Cod","","9,239","3","1","0","","No","$10,355"
"1","26012504","S","48","RES","157 1st Street","Englewood","$655,000","07/08/2026","$688,888","Colonial","","3,955","4","2","1","1","No","$7,123"
"1","26005200","S","31","RES","41 Stuyvesant Road","Teaneck","$655,000","07/13/2026","$689,000","Colonial","","5,998","3","2","1","2","No","$9,296"
"1","26005975","S","97","RES","201 Preston Street","Ridgefield Park","$649,000","07/13/2026","$649,000","Colonial","","3,302","3","1","0","","No","$11,246"
"1","26011374","S","17","RES","75 17th Avenue","Elmwood Park","$646,000","07/01/2026","$599,000","Cape Cod","","5,001","3","1","1","1","No","$9,048"
"1","26013172","S","29","RES","431 Terhune Avenue","Paramus","$640,000","07/13/2026","$699,900","Ranch","","5,001","3","1","0","","No","$8,186"
"1","26010602","S","9","RES","455 Stuyvesant Avenue","Lyndhurst","$640,000","07/14/2026","$559,000","Colonial","","5,889","4","1","0","","No","$9,794"
"1","26014008","S","17","RES","16 Seiler               Court","Little Ferry","$635,000","07/06/2026","$664,616","BiLvl","","10,487","3","2","0","1","No","$10,886"
"1","26009236","S","12","RES","816 Summit Avenue","Hackensack","$630,000","07/14/2026","$600,000","Colonial","","5,001","3","1","1","2","No","$11,761"
"1","26012480","S","12","RES","149 Park Drive","New Milford","$623,000","07/06/2026","$588,000","Cape Cod","","5,998","3","1","1","1","No","$11,247"
"1","26017116","S","13","RES","1 Hillside Terrace","Wallington","$617,000","07/06/2026","$582,000","Cape Cod","","6,011","3","2","0","0","No","$11,069"
"1","26015821","S","17","RES","410 Poplar Avenue","Maywood","$600,000","07/01/2026","$599,000","Colonial","","5,001","4","1","2","1","No","$11,206"
"1","26014305","S","37","RES","51 New Jersey Avenue","Bergenfield","$600,000","07/14/2026","$599,000","Split","","4,848","2","1","1","","No","$11,000"
"1","26013459","S","15","RES","611 5th Avenue","Lyndhurst","$600,000","07/09/2026","$559,000","Cape Cod","","4,735","3","1","0","1","No","$9,716"
"1","26016935","S","18","RES","520 Prospect Place","Lyndhurst","$595,000","07/09/2026","$595,000","Colonial","","3,698","2","2","0","","No","$10,906"
"1","26015940","S","16","RES","116 E Quackenbush Avenue","Dumont","$595,000","07/01/2026","$599,000","Colonial","","5,001","3","2","1","","No","$11,725"
"1","26015796","S","16","RES","39 Niagara Street","Dumont","$590,000","07/14/2026","$565,000","Ranch","","4,800","3","1","0","2","No","$10,829"
"1","26014287","S","10","RES","21 Daned Road","Emerson","$590,000","07/02/2026","$564,900","Ranch","","8,002","3","1","0","1","No","$9,932"
"1","26014281","S","16","RES","832 Summit Avenue","Hackensack","$590,000","07/01/2026","$575,000","Cape Cod","","7,501","2","1","0","1","No","$11,251"
"1","26013375","S","36","RES","80 Roosevelt Avenue","Bergenfield","$590,000","07/08/2026","$575,000","Colonial","","11,500","3","1","0","","No","$11,845"
"1","26017077","S","18","RES","180 Oxford Avenue","Saddle Brook","$585,000","07/01/2026","$525,000","Cape Cod","","5,502","3","1","0","1","No","$8,644"
"1","26015519","S","13","RES","65 Westminster Place","Saddle Brook","$576,000","07/09/2026","$549,900","Cape Cod","","5,001","3","2","0","1","No","$8,673"
"1","26011875","S","21","RES","71 Hobart Avenue","Rutherford","$575,000","07/08/2026","$595,000","Cape Cod","","5,750","2","1","0","1","No","$11,280"
"1","26017373","S","5","RES","52 Terrace Avenue","Rochelle Park","$570,000","07/02/2026","$550,000","Colonial","","5,001","3","2","0","","No","$8,546"
"1","26017177","S","15","RES","16 Beaver Avenue","North Arlington","$570,000","07/06/2026","$529,000","Cape Cod","","2,966","3","1","1","1","No","$9,145"
"1","26015409","S","33","RES","111 Ramapo Valley Road","Mahwah","$570,000","07/09/2026","$577,777","Colonial","","5,502","3","2","0","2","No","$5,985"
"1","26013306","S","24","RES","218 Hickory Avenue","Bergenfield","$570,000","07/08/2026","$550,000","Cape Cod","","5,401","4","2","0","1","No","$10,564"
"1","26015501","S","12","RES","274 Schepis Avenue","Saddle Brook","$560,000","07/07/2026","$529,900","Cape Cod","","5,001","3","2","0","","No","$8,775"
"1","26015997","S","7","RES","32 Grove Street","Tenafly","$555,000","07/10/2026","$480,000","Colonial","","2,500","2","1","0","0","No","$9,237"
"1","26026026","S","59","RES","43 Crescent Avenue","Ramsey","$550,000","07/09/2026","$550,000","Ranch","","9,017","3","1","1","2","No","$9,554"
"1","26012909","S","48","RES","331 Sherman Avenue","Teaneck","$550,000","07/08/2026","$539,100","Colonial","","5,502","3","1","0","1","No","$11,054"
"1","26018945","S","14","RES","18 Garden Street","Ridgefield Park","$535,000","07/14/2026","$494,000","Colonial","","2,052","3","1","1","","No","$11,096"
"1","26010368","S","17","RES","655 Tilden              ","Teaneck","$520,000","07/09/2026","$499,999","Colonial","","4,007","2","1","0","1","No","$10,364"
"1","26014738","S","32","RES","54 Rochelle Avenue","Rochelle Park","$515,000","07/07/2026","$549,000","Colonial","","4,500","3","1","1","1","No","$8,576"
"1","26013059","S","13","RES","589 Beverly Road","Teaneck","$510,000","07/10/2026","$475,000","Colonial","","1,442","3","1","1","1","No","$8,893"
"1","26006505","S","62","RES","494 Orchard Street","Englewood","$501,000","07/02/2026","$465,000","Colonial","","7,950","4","3","0","2","No","$11,187"
"1","26010409","S","13","RES","345 5th Street","Ridgefield Park","$500,000","07/09/2026","$425,000","BiLvl","","4,439","3","2","0","","No","$14,473"
"1","26017607","S","20","RES","31 5th Street","Ridgefield Park","$485,000","07/13/2026","$479,900","Colonial","","3,960","3","1","1","0","No","$10,542"
"1","26026483","S","38","RES","246 Cypress Avenue","Bogota","$450,000","07/09/2026","$480,000","Colonial","","4,600","3","1","1","","No","$10,813"
"1","26019438","S","9","RES","144 Degraw Avenue","Teaneck","$435,000","07/01/2026","$349,000","Colonial","","5,001","3","1","1","1","No","$11,110"
"1","26015828","S","23","RES","1104 Madison Avenue","Teaneck","$400,000","07/08/2026","$399,999","Colonial","","5,001","5","2","1","","No","$11,073"
"1","26020212","S","22","RES","600-126 Pulis Avenue","Mahwah","$55,000","07/06/2026","$65,000","Mobile Home","","","1","1","0","0","No","$0"
