"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","26012048","S","15","CCT","117 Henry Street Unit#A","Palisades Park","$1,375,000","05/28/2026","$1,399,000","Condo","3,200","","4","2","2"
"1","26005270","S","65","CCT","188 Broadway Unit#1","Woodcliff Lake","$1,335,000","05/29/2026","$1,395,000","TWNHS","3,500","","3","2","2"
"1","26010739","S","3","CCT","188 Broadway Unit#9","Woodcliff Lake","$1,320,000","05/20/2026","$1,349,000","TWNHS","3,500","","3","2","2"
"1","26000114","S","56","CCT","31 St Andrews Circle","River Vale","$1,285,000","05/01/2026","$1,325,000","TWNHS","2,632","","3","3","1"
"1","26004910","S","12","CCT","532 6th Street Unit#A","Palisades Park","$1,250,000","05/06/2026","$1,199,000","TWNHS","2,532","","3","3","1"
"1","26000581","S","73","CCT","110 Mason Court Unit#3H","Haworth","$1,250,000","05/08/2026","$1,320,000","TWNHS","3,509","","3","3","1"
"1","26008031","S","30","CCT","463 8th Street Unit#B","Palisades Park","$1,220,000","05/14/2026","$1,249,000","TWNHS","","","3","3","1"
"1","26003078","S","43","CCT","900 Palisade Avenue Unit#2201","Fort Lee","$1,200,000","05/20/2026","$1,298,000","Condo","2,400","","2","2","1"
"1","26010494","S","6","CCT","111 Lakeview Drive","Old Tappan","$1,150,000","05/27/2026","$1,075,000","TWNHS","1,877","","4","3","1"
"1","26007757","S","37","CCT","100 Carlyle Drive Unit#7K-S","Cliffside Park","$1,150,000","05/14/2026","$1,199,000","Condo","2,137","","3","3","0"
"1","26003566","S","44","CCT","762 Williams Place Unit#B","Cliffside Park","$1,150,000","05/29/2026","$1,199,000","TWNHS","","","3","3","1"
"1","26003563","S","70","CCT","762 Williams Place Unit#A","Cliffside Park","$1,150,000","05/13/2026","$1,199,000","TWNHS","","","3","3","1"
"1","26007491","S","4","CCT","23 Legion Drive Unit#202","Cresskill","$1,135,000","05/06/2026","$1,099,000","TWNHS","2,264","","3","2","2"
"1","26005539","S","14","CCT","21 Grand Cove Way","Edgewater","$1,127,000","05/29/2026","$999,000","TWNHS","1,585","","3","3","1"
